Num. Pregão	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor Unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Valor Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033366/2023-18	30.306.389/0001-69	TC DISTRIBUIDORA LTDA.	RN	R$13.727,00	R$0,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033367/2023-88	42.746.467/0001-25	SANTA ORANNA INDUSTRIA E COMERCIO LTDA.	SC	R$3.105,00	R$2.277,00	14	Medalha fundida	750	R$4,14	550	R$2.277,00	2023NE000105	1247	R$4,14	550	0	R$ -
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033367/2023-88	42.746.467/0001-25	SANTA ORANNA INDUSTRIA E COMERCIO LTDA.	SC	R$3.105,00	R$2.277,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	5	Camisa, manga longa	800	R$15,00	800	R$12.000,00	2023NE000043	N/A	R$15,00	0	800	R$12.000,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	6	Camisa, manga curta	1800	R$12,00	800	R$9.600,00	2023NE000043	93	R$12,00	600	200	R$2.400,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	6	Camisa, manga curta	1800	R$12,00	800	R$9.600,00	2023NE000043	135	R$12,00	200	200	R$2.400,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	6	Camisa, manga curta	1800	R$12,00	158	R$1.896,00	2023NE000183	N/A	R$12,00	0	158	R$1.896,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	7	Camisa, malha piquet	1900	R$14,00	900	R$12.600,00	2023NE000043	N/A	R$14,00	0	900	R$12.600,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	17	Jaleco unissex, oxfordine	700	R$35,00	700	R$24.500,00	2023NE000043	144	R$35,00	300	400	R$14.000,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	17	Jaleco unissex, oxfordine	700	R$35,00	700	R$24.500,00	2023NE000043	148	R$35,00	120	400	R$14.000,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033371/2023-77	46.471.479/0001-45	MOUNT CONFECCAO LTDA.	PB	R$84.700,00	R$34.100,00	17	Jaleco unissex, oxfordine	700	R$35,00	700	R$24.500,00	2023NE000043	153	R$35,00	280	400	R$14.000,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033373/2023-23	49.125.295/0001-11	MC LINS SERVICOS, DISTRIBUICAO E COMERCIO LTDA.	PE	R$46.988,00	R$0,00	1	Toalha banho	728	R$16,50	728	R$12.012,00	2023NE000042	N/A	R$16,50	0	728	R$12.012,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033373/2023-23	49.125.295/0001-11	MC LINS SERVICOS, DISTRIBUICAO E COMERCIO LTDA.	PE	R$46.988,00	R$0,00	3	Toalha rosto	1528	R$5,50	728	R$4.004,00	2023NE000042	N/A	R$5,50	0	728	R$4.004,00
01/2023	Fardamento, EPI e outros	CAVN - DIRECAO DO COLEGIO	Manoel Vicente Serafim	CAVN - CAEST	23074.043511/2022-34	23074.033373/2023-23	49.125.295/0001-11	MC LINS SERVICOS, DISTRIBUICAO E COMERCIO LTDA.	PE	R$46.988,00	R$0,00	4	Jogo de cama	728	R$36,50	728	R$26.572,00	2023NE000042	N/A	R$36,50	0	728	R$26.572,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043097/2023-54	00.799.421/0001-24	MARIA DO SOCORRO SANTOS BASILIO	PB	R$7.040,00	R$7.040,00	4	Garrafão de água	320	R$22,00	320	R$7.040,00	2023NE000055	1.973	R$22,00	320	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043097/2023-54	00.799.421/0001-24	MARIA DO SOCORRO SANTOS BASILIO	PB	R$7.040,00	R$7.040,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043103/2023-86	07.638.718/0001-57	IMPERIAL CAFE COMERCIO EXPORTACAO E IMPORTACAO LTDA.	ES	R$26.000,00	R$16.250,00	2	Café	4000	R$6,50	2500	R$16.250,00	2023NE000021	1.642	R$6,50	2500	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043103/2023-86	07.638.718/0001-57	IMPERIAL CAFE COMERCIO E EXPORTACAO E IMPORTACAO LTDA.	ES	R$26.000,00	R$16.250,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043106/2023-05	08.158.664/0001-95	INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA.	PB	R$5.259,75	R$5.259,75	16	Hipoclorito de sódio	1200	R$3,99	1200	R$4.788,00	2023NE000022	10.575	R$3,99	1200	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043106/2023-05	08.158.664/0001-95	INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA.	PB	R$5.259,75	R$5.259,75	19	Detergente	37	R$12,75	37	R$471,75	2023NE000022	10.575	R$12,75	37	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043108/2023-48	15.153.524/0001-90	SANIGRAN LTDA.	PR	R$15.804,00	R$2.004,00	13	Clarificante	750	R$18,40	0	R$ -	N/A	N/A	R$18,40	0	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043108/2023-48	15.153.524/0001-90	SANIGRAN LTDA.	PR	R$15.804,00	R$2.004,00	14	Estojo detectação	8	R$28,00	8	R$224,00	2023NE000023	15.746	R$28,00	8	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043108/2023-48	15.153.524/0001-90	SANIGRAN LTDA.	PR	R$15.804,00	R$2.004,00	15	Ácido Tricloroisocianúrico	200	R$8,90	200	R$1.780,00	2023NE000023	15.746	R$8,90	200	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	3952	R$7,09	244	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4016	R$7,09	1129	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4056	R$7,09	800	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4147	R$7,09	800	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4187	R$7,09	800	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4218	R$7,09	800	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4258	R$7,09	1000	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4301	R$7,09	1000	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	3	Água mineral	9386	R$7,09	9386	R$66.546,74	2023NE000054	4347	R$7,09	1764	1049	R$7.437,41
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	6	Agua mineral, 20 litros	9386	R$7,09	9386	R$66.546,74	2023NE000054	3944	R$7,09	306	8337	R$59.109,33
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	6	Agua mineral, 20 litros	9386	R$7,09	9386	R$66.546,74	2023NE000054	3972	R$7,09	291	8337	R$59.109,33
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	6	Agua mineral, 20 litros	9386	R$7,09	9386	R$66.546,74	2023NE000054	3931	R$7,09	452	8337	R$59.109,33
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	11	Rodo	500	R$4,80	500	R$2.400,00	2023NE000024	N/A	R$4,80	0	500	R$2.400,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	21	Flanela	1890	R$1,60	1890	R$3.024,00	2023NE000024	3795	R$1,60	1890	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	22	Pano de prato	2170	R$2,10	2170	R$4.557,00	2023NE000024	3795	R$2,10	2170	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	23	Detergente	8	R$22,30	8	R$178,40	2023NE000024	3795	R$22,30	8	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	28	Vassoura	60	R$6,55	60	R$393,00	2023NE000024	3795	R$6,55	60	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043110/2023-91	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$147.148,34	R$74.699,14	29	Água mineral natural	494	R$7,09	0	R$ -	N/A	N/A	R$7,09	0	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043111/2023-64	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$46.358,49	R$46.358,49	6	Agua sanitaria	10000	R$1,59	5000	R$7.950,00	2023NE000025	309	R$1,59	5000	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043111/2023-64	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$46.358,49	R$46.358,49	6	Agua sanitaria	10000	R$1,59	5000	R$7.950,00	2023NE000009	418	R$1,59	5000	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043111/2023-64	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$46.358,49	R$46.358,49	8	Toalha de papel	3091	R$3,39	3091	R$10.478,49	2023NE000025	309	R$3,39	3091	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043111/2023-64	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$46.358,49	R$46.358,49	9	Alcool etilico	200	R$99,90	200	R$19.980,00	2023NE000025	309	R$99,90	200	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	743	R$4,00	450	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	772	R$4,00	600	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	936	R$4,00	300	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	1.087	R$4,00	840	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	1.114	R$4,00	160	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	1.246	R$4,00	1000	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	1	Açúcar	4000	R$4,00	4000	R$16.000,00	2023NE000026	1.296	R$4,00	650	650	R$2.600,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	5	Detergente	10000	R$1,29	5000	R$6.450,00	2023NE000026	772	R$1,29	5000	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	7	Desinfetante	10000	R$1,10	10000	R$11.000,00	2023NE000026	772	R$1,10	10000	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	12	Vassoura	500	R$8,60	500	R$4.300,00	2023NE000026	1.114	R$8,60	500	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	17	Desodorizador	500	R$8,40	500	R$4.200,00	2023NE000026	1.114	R$8,40	500	0	R$ -
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	18	Papel Higiênico	5000	R$4,55	5000	R$22.750,00	2023NE000026	936	R$4,55	3063	1937	R$8.813,35
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	20	Cera	2400	R$4,18	2400	R$10.032,00	2023NE000026	1.114	R$4,18	1000	1400	R$5.852,00
